,feature,support,ranking,mean score,std score
410,D_126_1.0_13_periods_first,False,227,0.7768741413991014,0.0032651692457952713
179,B_30_2.0,False,228,0.7770189747597167,0.002131481835201195
415,D_63_XZ_13_periods_std,False,229,0.7768741413991014,0.0032651692457952713
200,D_126_-1.0,False,230,0.7783131248252947,0.002057647622531571
177,B_30_0.0,False,231,0.7784105368457195,0.0025863440609299945
393,B_38_6.0_13_periods_max,False,232,0.7769403676969313,0.003330905653362358
394,B_38_7.0_13_periods_max,False,233,0.7776392345898844,0.0031392222622893744
402,D_117_3.0_13_periods_std,False,234,0.7761149003796652,0.00354786716040801
189,D_116_0.0,False,235,0.7784594400227061,0.0009967051430066962
221,D_68_6.0,False,236,0.7769818160092683,0.0019523879055850738
190,D_116_1.0,False,237,0.778202253587577,0.0013347236273428065
220,D_68_5.0,False,238,0.7782555252299672,0.0008791009765610498
191,D_117_-1.0,False,239,0.7783576592827723,0.0018219045551816204
219,D_68_4.0,False,240,0.7773267595896785,0.00102808632961176
208,D_63_XZ,False,241,0.7784172012900201,0.0017060285584832946
218,D_68_3.0,False,242,0.7775539982060047,0.0016020924072054931
209,D_64_-1,False,243,0.7783790518175148,0.0012122469576486032
217,D_68_2.0,False,244,0.7777849673003107,0.0011049475902867934
